found_taxa,common_name,rank,motu,asv,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1720,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1768,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1788,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1867,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1963,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1971,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2135,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2171,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2253,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2456,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2497,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2524,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2600,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2670,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2795,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3016,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3096,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3979,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV4117,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV345,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV408,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1030,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1293,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1334,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1742,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2194,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2296,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2426,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2668,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2999,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3062,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3281,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3284,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV3936,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV4102,Gasterosteus aculeatus,Three-spined stickleback,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV4118,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV4340,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV2073,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu122,ASV196,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu122,ASV259,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu122,ASV2004,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu122,ASV196,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu124,ASV202,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu177,ASV369,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu208,ASV452,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu230,ASV529,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu230,ASV2716,Gasterosteus aculeatus,Three-spined stickleback,species,98.171,4.43e-77,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu230,ASV529,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu364,ASV943,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,5.65e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu518,ASV1435,Gasterosteus aculeatus,Three-spined stickleback,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu518,ASV1488,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu518,ASV1435,Gasterosteus aculeatus,Three-spined stickleback,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu752,ASV2095,Gasterosteus aculeatus,Three-spined stickleback,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1010,ASV2846,Gasterosteus aculeatus,Three-spined stickleback,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1077,ASV3000,Gasterosteus aculeatus,Three-spined stickleback,species,97.633,3.42e-78,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1156,ASV3201,Gasterosteus aculeatus,Three-spined stickleback,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1171,ASV3234,Gasterosteus aculeatus,Three-spined stickleback,species,98.81,5.69e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1503,ASV3903,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1648,ASV4143,Gasterosteus aculeatus,Three-spined stickleback,species,100,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1687,ASV4203,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1782,ASV4347,Gasterosteus aculeatus,Three-spined stickleback,species,98.214,2.6500000000000002e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu1922,ASV4558,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gavia immer,Loon,offtarget,motu598,ASV1675,Gavia immer,Loon,offtarget,100,2.2e-85,Eukaryota,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,NA
Genyonemus lineatus,White croaker,species,motu188,ASV393,Genyonemus lineatus,White croaker,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Genyonemus,0
Gibbonsia,Gibbonsia kelpfish species,genus,motu147,ASV280,Gibbonsia,Gibbonsia kelpfish species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV211,Gibbonsia montereyensis,Crevice kelpfish,species,100,9.45e-84,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV561,Gibbonsia montereyensis,Crevice kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV955,Gibbonsia montereyensis,Crevice kelpfish,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV2305,Gibbonsia montereyensis,Crevice kelpfish,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV2883,Gibbonsia montereyensis,Crevice kelpfish,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV3554,Gibbonsia montereyensis,Crevice kelpfish,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu127,ASV211,Gibbonsia montereyensis,Crevice kelpfish,species,100,9.45e-84,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gibbonsia montereyensis,Crevice kelpfish,species,motu235,ASV540,Gibbonsia montereyensis,Crevice kelpfish,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
Gillichthys mirabilis,Longjaw mudsucker,species,motu200,ASV429,Gillichthys mirabilis,Longjaw mudsucker,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Gillichthys,0
Gillichthys mirabilis,Longjaw mudsucker,species,motu200,ASV2388,Gillichthys mirabilis,Longjaw mudsucker,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Gillichthys,0
Gillichthys mirabilis,Longjaw mudsucker,species,motu200,ASV429,Gillichthys mirabilis,Longjaw mudsucker,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Gillichthys,0
Girella nigricans,Rudderfish,species,motu72,ASV83,Girella nigricans,Rudderfish,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Girella,0
Girella nigricans,Rudderfish,species,motu73,ASV84,Girella nigricans,Rudderfish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Girella,0
Gobiesox maeandricus,Northern clingfish,species,motu70,ASV81,Gobiesox maeandricus,Northern clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
Gobiesox maeandricus,Northern clingfish,species,motu70,ASV237,Gobiesox maeandricus,Northern clingfish,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
Gobiesox maeandricus,Northern clingfish,species,motu70,ASV2911,Gobiesox maeandricus,Northern clingfish,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
Gobiesox maeandricus,Northern clingfish,species,motu70,ASV81,Gobiesox maeandricus,Northern clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
Gobiesox rhessodon,California clingfish,species,motu463,ASV1252,Gobiesox rhessodon,California clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
Gobiidae,Goby family,family,motu346,ASV905,Gobiidae,Goby family,family,91.018,9.66e-59,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,NA,0
Gobiiformes,Goby order,order,motu77,ASV89,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0
Gobiiformes,Goby order,order,motu77,ASV2878,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0
Gobiiformes,Goby order,order,motu77,ASV89,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0
Grammonema striatula,Diatom,offtarget,motu292,ASV741,Grammonema striatula,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA
Grammonema striatula,Diatom,offtarget,motu292,ASV3003,Grammonema striatula,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA
Grammonema striatula,Diatom,offtarget,motu292,ASV741,Grammonema striatula,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA
Grammonema striatula,Diatom,offtarget,motu430,ASV1140,Grammonema striatula,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA
Halichoeres,Halichoeres wrasse species,genus,motu141,ASV261,Halichoeres,Halichoeres wrasse species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0
Halichoeres,Halichoeres wrasse species,genus,motu141,ASV3584,Halichoeres,Halichoeres wrasse species,genus,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0
Halichoeres,Halichoeres wrasse species,genus,motu141,ASV261,Halichoeres,Halichoeres wrasse species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0
Bacteria,Bacteria,offtarget,motu318,ASV4187,Halieaceae bacterium,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
Hemilepidotus,Hemilepidotus sculpin species,genus,motu170,ASV349,Hemilepidotus,Hemilepidotus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
Hemilepidotus,Hemilepidotus sculpin species,genus,motu170,ASV482,Hemilepidotus,Hemilepidotus sculpin species,genus,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
Hemilepidotus,Hemilepidotus sculpin species,genus,motu170,ASV349,Hemilepidotus,Hemilepidotus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
Hemilepidotus,Hemilepidotus sculpin species,genus,motu1498,ASV3889,Hemilepidotus,Hemilepidotus sculpin species,genus,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
