"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"6141","Moxostoma erythrurum",0,1,0,0
"6142","Moxostoma macrolepidotum",0,1,0,0
"6143","Moxostoma valenciennesi",0,1,0,0
"6144","Mugil cephalus",0,1,0,0
"6145","Mugil curema",0,1,0,0
"6146","Mugil hospes",0,1,0,0
"6147","Mugil incilis",0,1,0,0
"6148","Mugil liza",0,1,0,0
"6149","Mugil rubrioculus",0,1,0,0
"6150","Mugil setosus",0,1,0,0
"6151","Mugil thoburni",0,1,0,0
"6152","Mugil trichodon",0,1,0,0
"6153","Mugilogobius abei",0,1,0,0
"6154","Mugilogobius cavifrons",0,1,0,0
"6155","Mugilogobius chulae",0,1,0,0
"6156","Mugilogobius mertoni",0,1,0,0
"6157","Mugilogobius myxodermus",0,1,0,0
"6158","Mugilogobius notospilus",0,1,0,0
"6159","Mugilogobius platynotus",0,1,0,0
"6160","Mugilogobius wilsoni",0,1,0,0
"6161","Mulloidichthys dentatus",0,1,0,0
"6162","Mulloidichthys flavolineatus",0,1,0,0
"6163","Mulloidichthys mimicus",0,1,0,0
"6164","Mulloidichthys pfluegeri",0,1,0,0
"6165","Mulloidichthys vanicolensis",0,1,0,0
"6166","Mullus auratus",0,1,0,0
"6167","Mullus barbatus",0,1,0,0
"6168","Mullus surmuletus",0,1,0,0
"6169","Muraena helena",0,1,0,0
"6170","Muraenesox bagio",0,1,0,0
"6171","Muraenesox cinereus",0,1,0,0
"6172","Muraenichthys schultzei",0,1,0,0
"6173","Muraenichthys sibogae",0,1,0,0
"6174","Muraenoclinus dorsalis",0,1,0,0
"6175","Muraenolepis marmorata",0,1,0,0
"6176","Muraenolepis microps",0,1,0,0
"6177","Muraenolepis orangiensis",0,1,0,0
"6178","Mustelus antarcticus",0,1,0,0
"6179","Mustelus asterias",0,1,0,0
"6180","Mustelus californicus",0,1,0,0
"6181","Mustelus canis",0,1,0,0
"6182","Mustelus griseus",0,1,0,0
"6183","Mustelus henlei",0,1,0,0
"6184","Mustelus higmani",0,1,0,0
"6185","Mustelus lunulatus",0,1,0,0
"6186","Mustelus manazo",0,1,0,0
"6187","Mustelus mosis",0,1,0,0
"6188","Mustelus mustelus",0,1,0,0
"6189","Mustelus norrisi",0,1,0,0
"6190","Mustelus punctulatus",0,1,0,0
"6191","Mustelus stevensi",0,1,0,0
"6192","Mycteroperca acutirostris",0,1,0,0
"6193","Mycteroperca bonaci",0,1,0,0
"6194","Mycteroperca fusca",0,1,0,0
"6195","Mycteroperca interstitialis",0,1,0,0
"6196","Mycteroperca jordani",0,1,0,0
"6197","Mycteroperca microlepis",0,1,0,0
"6198","Mycteroperca olfax",0,1,0,0
"6199","Mycteroperca phenax",0,1,0,0
"6200","Mycteroperca prionura",0,1,0,0
"6201","Mycteroperca rosacea",0,1,0,0
"6202","Mycteroperca rubra",0,1,0,0
"6203","Mycteroperca tigris",0,1,0,0
"6204","Mycteroperca venenosa",0,1,0,0
"6205","Mycteroperca xenarcha",0,1,0,0
"6206","Myctophum affine",0,1,0,0
"6207","Myctophum aurolaternatum",0,1,0,0
"6208","Myctophum lychnobium",0,1,0,0
"6209","Myctophum nitidulum",0,1,0,0
"6210","Myctophum orientale",0,1,0,0
"6211","Myctophum punctatum",0,1,0,0
"6212","Myersglanis blythii",0,1,0,0
"6213","Myersina filifer",0,1,0,0
"6214","Myersina macrostoma",0,1,0,0
"6215","Myersina nigrivirgata",0,1,0,0
"6216","Mylesinus paraschomburgkii",0,1,0,0
"6217","Mylesinus paucisquamatus",0,1,0,0
"6218","Myleus micans",0,1,0,0
"6219","Myleus setiger",0,1,0,0
"6220","Myliobatis aquila",0,1,0,0
"6221","Myliobatis californica",0,1,0,0
"6222","Myliobatis freminvillei",0,1,0,0
"6223","Myliobatis tenuicaudatus",0,1,0,0
"6224","Myliobatis tobijei",0,1,0,0
"6225","Mylocheilus caurinus",0,1,0,0
"6226","Mylochromis ericotaenia",0,1,0,0
"6227","Mylochromis melanonotus",0,1,0,0
"6228","Mylochromis plagiotaenia",0,1,0,0
"6229","Mylopharyngodon piceus",0,1,0,0
"6230","Myloplus asterias",0,1,0,0
"6231","Myloplus planquettei",0,1,0,0
"6232","Myloplus rhomboidalis",0,1,0,0
"6233","Myloplus rubripinnis",0,1,0,0
"6234","Myloplus schomburgkii",0,1,0,0
"6235","Myloplus ternetzi",0,1,0,0
"6236","Myloplus tiete",0,1,0,0
"6237","Mylossoma aureum",0,1,0,0
"6238","Mylossoma duriventre",0,1,0,0
"6239","Myomyrus macrops",0,1,0,0
"6240","Myopsaron nelsoni",0,1,0,0
"6241","Myoxocephalus aenaeus",0,1,0,0
"6242","Myoxocephalus brandtii",0,1,0,0
"6243","Myoxocephalus jaok",0,1,0,0
"6244","Myoxocephalus ochotensis",0,1,0,0
"6245","Myoxocephalus octodecemspinosus",0,1,0,0
"6246","Myoxocephalus quadricornis",0,1,0,0
"6247","Myoxocephalus scorpius",0,1,0,1
"6248","Myoxocephalus stelleri",0,1,0,0
"6249","Myoxocephalus thompsonii",0,1,0,0
"6250","Myrichthys breviceps",0,1,0,0
"6251","Myrichthys colubrinus",0,1,0,0
"6252","Myrichthys maculosus",0,1,0,0
"6253","Myripristis adusta",0,1,0,0
"6254","Myripristis amaena",0,1,0,0
"6255","Myripristis berndti",0,1,0,0
"6256","Myripristis botche",0,1,0,0
"6257","Myripristis chryseres",0,1,0,0
"6258","Myripristis greenfieldi",0,1,0,0
"6259","Myripristis hexagona",0,1,0,0
"6260","Myripristis kochiensis",0,1,0,0
"6261","Myripristis kuntee",0,1,0,0
"6262","Myripristis murdjan",0,1,0,0
"6263","Myripristis pralinia",0,1,0,0
"6264","Myripristis violacea",0,1,0,0
"6265","Myripristis vittata",0,1,0,0
"6266","Myrophis microchir",0,1,0,0
"6267","Myrophis platyrhynchus",0,1,0,0
"6268","Myrophis punctatus",0,1,0,0
"6269","Myrophis vafer",0,1,0,0
"6270","Mystacoleucus atridorsalis",0,1,0,0
"6271","Mystacoleucus ectypus",0,1,0,0
"6272","Mystacoleucus lepturus",0,1,0,0
"6273","Mystacoleucus marginatus",0,1,0,0
"6274","Mystus atrifasciatus",0,1,0,0
"6275","Mystus bleekeri",0,1,0,0
"6276","Mystus bocourti",0,1,0,0
"6277","Mystus carcio",0,1,0,0
"6278","Mystus cavasius",0,1,0,0
"6279","Mystus gulio",0,1,0,0
"6280","Mystus malabaricus",0,1,0,0
"6281","Mystus multiradiatus",0,1,0,0
"6282","Mystus mysticetus",0,1,0,0
"6283","Mystus nigriceps",0,1,0,0
"6284","Mystus oculatus",0,1,0,0
"6285","Mystus pulcher",0,1,0,0
"6286","Mystus rhegma",0,1,0,0
"6287","Mystus singaringan",0,1,0,0
"6288","Mystus tengara",0,1,0,0
"6289","Mystus vittatus",0,1,0,0
"6290","Mystus wolffii",0,1,0,0
"6291","Myxine fernholmi",0,1,0,0
"6292","Myxine garmani",0,1,0,0
"6293","Myxine glutinosa",0,1,0,0
"6294","Myxine greggi",0,1,0,0
"6295","Myxine martinii",0,1,0,0
"6296","Myxine paucidens",0,1,0,0
"6297","Myxine phantasma",0,1,0,0
"6298","Myxocyprinus asiaticus",0,1,0,0
"6299","Myxodagnus opercularis",0,1,0,0
"6300","Myxodes cristatus",0,1,0,0
"6301","Myxodes viridis",0,1,0,0
"6302","Myxus elongatus",0,1,0,0
"6303","Myzopsetta ferruginea",0,1,0,0
"6304","Myzopsetta punctatissima",0,1,0,0
"6305","Naevochromis chrysogaster",0,1,0,0
"6306","Nandopsis tetracanthus",0,1,0,0
"6307","Nandus nandus",0,1,0,0
"6308","Nandus oxyrhynchus",0,1,0,0
"6309","Nannacara anomala",0,1,0,0
"6310","Nannaethiops bleheri",0,1,0,0
"6311","Nannatherina balstoni",0,1,0,0
"6312","Nannocampus pictus",0,1,0,0
"6313","Nannocharax maculicauda",0,1,0,0
"6314","Nannoperca australis",0,1,0,0
"6315","Nannoperca obscura",0,1,0,0
"6316","Nannoperca oxleyana",0,1,0,0
"6317","Nannoperca pygmaea",0,1,0,0
"6318","Nannoperca variegata",0,1,0,0
"6319","Nannoperca vittata",0,1,0,0
"6320","Nannopetersius ansorgii",0,1,0,0
"6321","Nannosalarias nativitatis",0,1,0,0
"6322","Nannostomus eques",0,1,0,0
"6323","Nannostomus marginatus",0,1,0,0
"6324","Nanochromis parilus",0,1,0,0
"6325","Nansenia ardesiaca",0,1,0,0
"6326","Nansenia boreacrassicauda",0,1,0,0
"6327","Nansenia candida",0,1,0,1
"6328","Nansenia groenlandica",0,1,0,0
"6329","Nansenia oblita",0,1,0,0
"6330","Narcetes erimelas",0,1,0,0
"6331","Narcetes lloydi",0,1,0,0
"6332","Narcetes shonanmaruae",0,1,0,0
"6333","Narcetes stomias",0,1,0,0
"6334","Narcine brunnea",0,1,0,0
"6335","Narcine lingula",0,1,0,0
"6336","Narcinops tasmaniensis",0,1,0,0
"6337","Narke japonica",0,1,0,0
"6338","Naso annulatus",0,1,0,0
"6339","Naso brachycentron",0,1,0,0
"6340","Naso brevirostris",0,1,0,0
"6341","Naso caesius",0,1,0,0
"6342","Naso elegans",0,1,0,0
"6343","Naso fageni",0,1,0,0
"6344","Naso hexacanthus",0,1,0,0
"6345","Naso lituratus",0,1,0,0
"6346","Naso lopezi",0,1,0,0
"6347","Naso maculatus",0,1,0,0
"6348","Naso mcdadei",0,1,0,0
"6349","Naso minor",0,1,0,0
"6350","Naso tergus",0,1,0,0
"6351","Naso thynnoides",0,1,0,0
"6352","Naso tonganus",0,1,0,0
"6353","Naso tuberosus",0,1,0,0
"6354","Naso unicornis",0,1,0,0
"6355","Naso vlamingii",0,1,0,0
"6356","Naucrates ductor",0,1,0,0
"6357","Nautichthys pribilovius",0,1,0,0
"6358","Nealotus tripes",0,1,0,0
"6359","Neamia articycla",0,1,0,0
"6360","Nebrius ferrugineus",0,1,0,0
"6361","Nectamia bandanensis",0,1,0,0
"6362","Nectamia fusca",0,1,0,0
"6363","Nectamia savayensis",0,1,0,0
"6364","Nectamia viria",0,1,0,0
"6365","Nectoliparis pelagicus",0,1,0,1
"6366","Nedystoma dayi",0,1,0,0
"6367","Nedystoma novaeguineae",0,1,0,0
"6368","Neenchelys buitendijki",0,1,0,0
"6369","Neenchelys cheni",0,1,0,0
"6370","Neenchelys mccoskeri",0,1,0,0
"6371","Neenchelys parvipectoralis",0,1,0,0
"6372","Neenchelys similis",0,1,0,0
"6373","Negaprion acutidens",0,1,0,0
"6374","Negaprion brevirostris",0,1,0,0
"6375","Nemacheilus fasciatus",0,1,0,0
"6376","Nemacheilus guentheri",0,1,0,0
"6377","Nemacheilus lactogeneus",0,1,0,0
"6378","Nemacheilus selangoricus",0,1,0,0
"6379","Nemacheilus triangularis",0,1,0,0
"6380","Nemadactylus douglasii",0,1,0,0
"6381","Nemadactylus macropterus",0,1,0,0
"6382","Nemanthias bicolor",0,1,0,0
"6383","Nemanthias carberryi",0,1,0,0
"6384","Nemapteryx armiger",0,1,0,0
"6385","Nemapteryx augusta",0,1,0,0
"6386","Nemapteryx caelata",0,1,0,0
"6387","Nemapteryx nenga",0,1,0,0
"6388","Nematabramis steindachnerii",0,1,0,0
"6389","Nematalosa come",0,1,0,0
"6390","Nematalosa erebi",0,1,0,0
"6391","Nematalosa japonica",0,1,0,0
"6392","Nematalosa nasus",0,1,0,0
"6393","Nemateleotris decora",0,1,0,0
"6394","Nemateleotris helfrichi",0,1,0,0
"6395","Nemateleotris magnifica",0,1,0,0
"6396","Nematistius pectoralis",0,1,0,0
"6397","Nematobrycon lacortei",0,1,0,0
"6398","Nematobrycon palmeri",0,1,0,0
"6399","Nematogenys inermis",0,1,0,0
"6400","Nemichthys scolopaceus",0,1,0,1
"6401","Nemipterus aurora",0,1,0,0
"6402","Nemipterus bathybius",0,1,0,0
"6403","Nemipterus bipunctatus",0,1,0,0
"6404","Nemipterus furcosus",0,1,0,0
"6405","Nemipterus hexodon",0,1,0,0
"6406","Nemipterus japonicus",0,1,0,0
"6407","Nemipterus marginatus",0,1,0,0
"6408","Nemipterus nematophorus",0,1,0,0
"6409","Nemipterus nematopus",0,1,0,0
"6410","Nemipterus nemurus",0,1,0,0
"6411","Nemipterus peronii",0,1,0,0
"6412","Nemipterus tambuloides",0,1,0,0
"6413","Nemipterus thosaporni",0,1,0,0
"6414","Nemipterus virgatus",0,1,0,0
"6415","Nemipterus zysron",0,1,0,0
"6416","Neoaploactis tridorsalis",0,1,0,0
"6417","Neoarius berneyi",0,1,0,0
"6418","Neoarius graeffei",0,1,0,0
"6419","Neoarius leptaspis",0,1,0,0
"6420","Neoarius midgleyi",0,1,0,0
"6421","Neoarius utarus",0,1,0,0
"6422","Neobathyclupea argentea",0,1,0,0
"6423","Neobythites australiensis",0,1,0,0
"6424","Neobythites sivicola",0,1,0,0
"6425","Neobythites stigmosus",0,1,0,0
"6426","Neobythites unimaculatus",0,1,0,0
"6427","Neocentropogon japonicus",0,1,0,0
"6428","Neocentropogon trimaculatus",0,1,0,0
"6429","Neoceratodus forsteri",0,1,0,0
"6430","Neochanna apoda",0,1,0,0
"6431","Neochanna burrowsius",0,1,0,0
"6432","Neochanna cleaveri",0,1,0,0
"6433","Neochanna rekohua",0,1,0,0
"6434","Neochelon falcipinnis",0,1,0,0
"6435","Neocirrhites armatus",0,1,0,0
"6436","Neoclinus blanchardi",0,1,0,0
"6437","Neoclinus bryope",0,1,0,0
"6438","Neoclinus nudus",0,1,0,0
"6439","Neoclinus okazakii",0,1,0,0
"6440","Neoclinus stephensae",0,1,0,0
"6441","Neoclinus uninotatus",0,1,0,0
"6442","Neocyema erythrosoma",0,1,0,0
"6443","Neocyttus helgae",0,1,0,0
"6444","Neocyttus psilorhynchus",0,1,0,0
"6445","Neocyttus rhomboidalis",0,1,0,0
"6446","Neodraco skottsbergi",0,1,0,0
"6447","Neoepinnula orientalis",0,1,0,0
"6448","Neofundulus ornatipinnis",0,1,0,0
"6449","Neofundulus paraguayensis",0,1,0,0
"6450","Neoglyphidodon carlsoni",0,1,0,0
"6451","Neoglyphidodon crossi",0,1,0,0
"6452","Neoglyphidodon melas",0,1,0,0
"6453","Neoglyphidodon nigroris",0,1,0,0
"6454","Neoglyphidodon oxyodon",0,1,0,0
"6455","Neoglyphidodon polyacanthus",0,1,0,0
"6456","Neoglyphidodon thoracotaeniatus",0,1,0,0
"6457","Neogobius fluviatilis",0,1,0,0
"6458","Neogobius melanostomus",0,1,0,0
"6459","Neoheterandria elegans",0,1,0,0
"6460","Neoheterandria tridentiger",0,1,0,0
"6461","Neolaeops microphthalmus",0,1,0,0
"6462","Neolamprologus brichardi",0,1,0,0
"6463","Neolebias trewavasae",0,1,0,0
"6464","Neolissochilus baoshanensis",0,1,0,0
"6465","Neolissochilus benasi",0,1,0,0
"6466","Neolissochilus hemispinus",0,1,0,0
"6467","Neolissochilus heterostomus",0,1,0,0
"6468","Neolissochilus hexagonolepis",0,1,0,0
"6469","Neolissochilus qiaojiensis",0,1,0,0
"6470","Neolissochilus soroides",0,1,0,0
"6471","Neolissochilus stracheyi",0,1,0,0
"6472","Neomerinthe erostris",0,1,0,0
"6473","Neomerinthe hemingwayi",0,1,0,0
"6474","Neomerinthe procurva",0,1,0,0
"6475","Neoniphon argenteus",0,1,0,0
"6476","Neoniphon aurolineatus",0,1,0,0
"6477","Neoniphon opercularis",0,1,0,0
"6478","Neoniphon sammara",0,1,0,0
"6479","Neoplecostomus bandeirante",0,1,0,0
"6480","Neoplecostomus botucatu",0,1,0,0
"6481","Neoplecostomus corumba",0,1,0,0
"6482","Neoplecostomus espiritosantensis",0,1,0,0
"6483","Neoplecostomus franciscoensis",0,1,0,0
"6484","Neoplecostomus langeanii",0,1,0,0
"6485","Neoplecostomus microps",0,1,0,0
"6486","Neoplecostomus paranensis",0,1,0,0
"6487","Neoplecostomus ribeirensis",0,1,0,0
"6488","Neoplecostomus selenae",0,1,0,0
"6489","Neoplecostomus yapo",0,1,0,0
"6490","Neopomacentrus aktites",0,1,0,0
"6491","Neopomacentrus anabatoides",0,1,0,0
"6492","Neopomacentrus azysron",0,1,0,0
"6493","Neopomacentrus cyanomos",0,1,0,0
"6494","Neopomacentrus filamentosus",0,1,0,0
"6495","Neopomacentrus metallicus",0,1,0,0
"6496","Neopomacentrus miryae",0,1,0,0
"6497","Neopomacentrus nemurus",0,1,0,0
"6498","Neopomacentrus sindensis",0,1,0,0
"6499","Neopomacentrus sororius",0,1,0,0
"6500","Neopomacentrus taeniurus",0,1,0,0
"6501","Neosalangichthys ishikawae",0,1,0,0
"6502","Neosalanx anderssoni",0,1,0,0
"6503","Neosalanx brevirostris",0,1,0,0
"6504","Neosalanx jordani",0,1,0,0
"6505","Neosalanx oligodontis",0,1,0,0
"6506","Neosalanx pseudotaihuensis",0,1,0,0
"6507","Neosalanx taihuensis",0,1,0,0
"6508","Neosalanx tangkahkeii",0,1,0,0
"6509","Neoscopelus macrolepidotus",0,1,0,0
"6510","Neoscopelus microchir",0,1,0,0
"6511","Neoscorpis lithophilus",0,1,0,0
"6512","Neosebastes entaxis",0,1,0,0
"6513","Neosebastes multisquamus",0,1,0,0
"6514","Neosebastes nigropunctatus",0,1,0,0
"6515","Neosebastes pandus",0,1,0,0
"6516","Neosebastes scorpaenoides",0,1,0,0
"6517","Neosebastes thetidis",0,1,0,0
"6518","Neosiluroides cooperensis",0,1,0,0
"6519","Neosilurus ater",0,1,0,0
"6520","Neosilurus gloveri",0,1,0,0
"6521","Neosilurus hyrtlii",0,1,0,0
"6522","Neostethus bicornis",0,1,0,0
"6523","Neosynchiropus ocellatus",0,1,0,0
"6524","Neotrygon indica",0,1,0,0
"6525","Neotrygon kuhlii",0,1,0,0
"6526","Neozoarces steindachneri",0,1,0,0
"6527","Nerophis lumbriciformis",0,1,0,0
"6528","Nerophis maculatus",0,1,0,0
"6529","Nerophis ophidion",0,1,0,0
"6530","Nes longus",0,1,0,0
"6531","Nesiarchus nasutus",0,1,0,0
"6532","Nessorhamphus danae",0,1,0,0
"6533","Nessorhamphus ingolfianus",0,1,0,0
"6534","Nettastoma parviceps",0,1,0,0
"6535","Nettastoma solitarium",0,1,0,0
"6536","Netuma bilineata",0,1,0,0
"6537","Netuma thalassina",0,1,0,0
"6538","Nezumia aequalis",0,1,0,0
"6539","Nezumia africana",0,1,0,0
"6540","Nezumia bairdii",0,1,0,0
"6541","Nezumia condylura",0,1,0,0
"6542","Nezumia convergens",0,1,0,0
"6543","Nezumia duodecim",0,1,0,0
"6544","Nezumia liolepis",0,1,0,0
"6545","Nezumia longebarbata",0,1,0,0
"6546","Nezumia micronychodon",0,1,0,0
"6547","Nezumia milleri",0,1,0,0
"6548","Nezumia propinqua",0,1,0,0
"6549","Nezumia proxima",0,1,0,0
"6550","Nezumia spinosa",0,1,0,0
"6551","Nezumia wularnia",0,1,0,0
"6552","Nibea albiflora",0,1,0,0
"6553","Nibea mitsukurii",0,1,0,0
"6554","Nibea soldado",0,1,0,0
"6555","Nibea squamosa",0,1,0,0
"6556","Nicholsina denticulata",0,1,0,0
"6557","Nicholsina usta",0,1,0,0
"6558","Nimbapanchax petersi",0,1,0,0
"6559","Nimbapanchax viridis",0,1,0,0
"6560","Nimbochromis fuscotaeniatus",0,1,0,0
"6561","Nimbochromis livingstonii",0,1,0,0
"6562","Nimbochromis venustus",0,1,0,0
"6563","Ninnigobius canestrinii",0,1,0,0
"6564","Niphon spinosus",0,1,0,0
"6565","Nipponocypris koreanus",0,1,0,0
"6566","Nipponocypris sieboldii",0,1,0,0
"6567","Nipponocypris temminckii",0,1,0,0
"6568","Niwaella delicata",0,1,0,0
"6569","Niwaella laterimaculata",0,1,0,0
"6570","Nocomis biguttatus",0,1,0,0
"6571","Nocomis leptocephalus",0,1,0,0
"6572","Nocomis micropogon",0,1,0,0
"6573","Nomeus gronovii",0,1,0,0
"6574","Norfolkia brachylepis",0,1,0,0
"6575","Norfolkia thomasi",0,1,0,0
"6576","Normichthys operosus",0,1,0,0
"6577","Notacanthus abbotti",0,1,0,0
"6578","Notacanthus bonaparte",0,1,0,0
"6579","Notacanthus chemnitzii",0,1,0,1
"6580","Notarius armbrusteri",0,1,0,0
"6581","Notarius biffi",0,1,0,0
"6582","Notarius bonillai",0,1,0,0
"6583","Notarius cookei",0,1,0,0
"6584","Notarius grandicassis",0,1,0,0
"6585","Notarius insculptus",0,1,0,0
"6586","Notarius kessleri",0,1,0,0
"6587","Notarius lentiginosus",0,1,0,0
"6588","Notarius neogranatensis",0,1,0,0
"6589","Notarius planiceps",0,1,0,0
"6590","Notarius troschelii",0,1,0,0
"6591","Notemigonus crysoleucas",0,1,0,0
"6592","Notesthes robusta",0,1,0,0
"6593","Nothobranchius furzeri",0,1,0,0
"6594","Nothobranchius kafuensis",0,1,0,0
"6595","Nothobranchius kirki",0,1,0,0
"6596","Nothobranchius thierryi",0,1,0,0
"6597","Notholebias minimus",0,1,0,0
"6598","Nothonotus microlepidus",0,1,0,0
"6599","Notoclinus compressus",0,1,0,0
"6600","Notolabrus celidotus",0,1,0,0
"6601","Notolabrus gymnogenis",0,1,0,0
"6602","Notolabrus parilus",0,1,0,0
"6603","Notolabrus tetricus",0,1,0,0
"6604","Notolychnus valdiviae",0,1,0,0
"6605","Notopterus notopterus",0,1,0,0
"6606","Notorynchus cepedianus",0,1,0,0
"6607","Notoscopelus caudispinosus",0,1,0,0
"6608","Notoscopelus elongatus",0,1,0,0
"6609","Notoscopelus japonicus",0,1,0,0
"6610","Notoscopelus resplendens",0,1,0,0
"6611","Notothenia coriiceps",0,1,0,0
"6612","Notothenia cyanobrancha",0,1,0,0
"6613","Notothenia rossii",0,1,0,0
"6614","Notropis ammophilus",0,1,0,0
"6615","Notropis amoenus",0,1,0,0
"6616","Notropis asperifrons",0,1,0,0
"6617","Notropis atherinoides",0,1,0,0
"6618","Notropis bifrenatus",0,1,0,0
"6619","Notropis blennius",0,1,0,0
"6620","Notropis boucardi",0,1,0,0
"6621","Notropis buccata",0,1,0,0
"6622","Notropis buchanani",0,1,0,0
"6623","Notropis chiliticus",0,1,0,0
"6624","Notropis cummingsae",0,1,0,0
"6625","Notropis dorsalis",0,1,0,0
"6626","Notropis heterodon",0,1,0,0
"6627","Notropis heterolepis",0,1,0,0
"6628","Notropis hudsonius",0,1,0,0
"6629","Notropis longirostris",0,1,0,0
"6630","Notropis lutipinnis",0,1,0,0
"6631","Notropis nazas",0,1,0,0
"6632","Notropis ortenburgeri",0,1,0,0
"6633","Notropis photogenis",0,1,0,0
"6634","Notropis procne",0,1,0,0
"6635","Notropis rubellus",0,1,0,0
"6636","Notropis sabinae",0,1,0,0
"6637","Notropis stilbius",0,1,0,0
"6638","Notropis telescopus",0,1,0,0
"6639","Notropis texanus",0,1,0,0
"6640","Notropis volucellus",0,1,0,0
"6641","Noturus exilis",0,1,0,0
"6642","Noturus flavipinnis",0,1,0,0
"6643","Noturus flavus",0,1,0,0
"6644","Noturus funebris",0,1,0,0
"6645","Noturus gilberti",0,1,0,0
"6646","Noturus gyrinus",0,1,0,0
"6647","Noturus hildebrandi",0,1,0,0
"6648","Noturus insignis",0,1,0,0
"6649","Noturus lachneri",0,1,0,0
"6650","Noturus leptacanthus",0,1,0,0
"6651","Noturus miurus",0,1,0,0
"6652","Noturus nocturnus",0,1,0,0
"6653","Noturus phaeus",0,1,0,0
"6654","Noturus placidus",0,1,0,0
"6655","Noturus taylori",0,1,0,0
"6656","Novaculichthys taeniourus",0,1,0,0
"6657","Novaculops woodi",0,1,0,0
"6658","Novumbra hubbsi",0,1,0,0
"6659","Nuchequula blochii",0,1,0,0
"6660","Nuchequula flavaxilla",0,1,0,0
"6661","Nuchequula gerreoides",0,1,0,0
"6662","Nuchequula longicornis",0,1,0,0
"6663","Nuchequula nuchalis",0,1,0,0
"6664","Nyassachromis prostoma",0,1,0,0
"6665","Oblada melanurus",0,1,0,0
"6666","Obliquogobius yamadai",0,1,0,0
"6667","Occella dodecaedron",0,1,0,0
"6668","Occella iburia",0,1,0,0
"6669","Occidentarius platypogon",0,1,0,0
"6670","Ochetobius elongatus",0,1,0,0
"6671","Ochmacanthus orinoco",0,1,0,0
"6672","Ocosia fasciata",0,1,0,0
"6673","Ocynectes maschalis",0,1,0,0
"6674","Ocynectes modestus",0,1,0,0
"6675","Ocyurus chrysurus",0,1,0,0
"6676","Odaxothrissa losera",0,1,0,0
"6677","Odondebuenia balearica",0,1,0,0
"6678","Odontamblyopus lacepedii",0,1,0,0
"6679","Odontamblyopus rubicundus",0,1,0,0
"6680","Odontanthias borbonius",0,1,0,0
"6681","Odontanthias chrysostictus",0,1,0,0
"6682","Odontanthias flagris",0,1,0,0
"6683","Odontanthias katayamai",0,1,0,0
"6684","Odontanthias rhodopeplus",0,1,0,0
"6685","Odontanthias tapui",0,1,0,0
"6686","Odontanthias unimaculatus",0,1,0,0
"6687","Odontaspis ferox",0,1,0,0
"6688","Odonteleotris macrodon",0,1,0,0
"6689","Odontesthes hatcheri",0,1,0,0
"6690","Odontobutis haifengensis",0,1,0,0
"6691","Odontobutis hikimius",0,1,0,0
"6692","Odontobutis interruptus",0,1,0,0
"6693","Odontobutis obscurus",0,1,0,0
"6694","Odontobutis potamophilus",0,1,0,0
"6695","Odontobutis sinensis",0,1,0,0
"6696","Odontobutis yaluensis",0,1,0,0
"6697","Odontostomops normalops",0,1,0,0
"6698","Odonus niger",0,1,0,0
"6699","Oedalechilus labeo",0,1,0,0
"6700","Ogcocephalus nasutus",0,1,0,0
"6701","Okamejei acutispina",0,1,0,0
"6702","Okamejei boesemani",0,1,0,0
"6703","Okamejei hollandi",0,1,0,0
"6704","Okamejei kenojei",0,1,0,0
"6705","Okamejei meerdervoortii",0,1,0,0
"6706","Okamejei schmidti",0,1,0,0
"6707","Oligocottus snyderi",0,1,1,1
"6708","Oligolepis acutipennis",0,1,0,0
"6709","Oligolepis stomias",0,1,0,0
"6710","Oligoplites altus",0,1,0,0
"6711","Oligoplites saurus",0,1,0,0
"6712","Oligosarcus acutirostris",0,1,0,0
"6713","Oligosarcus argenteus",0,1,0,0
"6714","Oligosarcus brevioris",0,1,0,0
"6715","Oligosarcus hepsetus",0,1,0,0
"6716","Oligosarcus jacuiensis",0,1,0,0
"6717","Oligosarcus jenynsii",0,1,0,0
"6718","Oligosarcus longirostris",0,1,0,0
"6719","Oligosarcus macrolepis",0,1,0,0
"6720","Oligosarcus oligolepis",0,1,0,0
"6721","Oligosarcus paranensis",0,1,0,0
"6722","Oligosarcus perdido",0,1,0,0
"6723","Oligosarcus pintoi",0,1,0,0
"6724","Oligosarcus planaltinae",0,1,0,0
"6725","Oligosarcus robustus",0,1,0,0
"6726","Oligosarcus solitarius",0,1,0,0
"6727","Oligosarcus varii",0,1,0,0
"6728","Oliotius oligolepis",0,1,0,0
